gene,expression,patient,sample,oncoGene
G51,9.64364663758887,unknown,S24,FALSE
G44,9.070572780772862,unknown,S24,FALSE
G20,7.773635168437133,unknown,S24,FALSE
G95,8.910343029442277,unknown,S24,FALSE
G111,9.077510387657098,unknown,S24,TRUE
G62,7.762808565454034,unknown,S24,FALSE
G70,7.159181772815053,unknown,S24,FALSE
G24,7.751749138656994,unknown,S24,FALSE
G96,8.225652601094676,unknown,S24,FALSE
G56,7.808464733403188,unknown,S24,FALSE
G115,6.32942480727107,unknown,S24,FALSE
G36,9.671263554063257,unknown,S24,FALSE
G47,7.710179834831939,unknown,S24,FALSE
G17,6.2299300464781515,unknown,S24,FALSE
G19,13.431381565265182,unknown,S24,TRUE
G57,8.467934409091082,unknown,S24,FALSE
G60,7.83977945089782,unknown,S24,FALSE
G26,6.832863484525954,unknown,S24,FALSE
G27,8.10850732796145,unknown,S24,FALSE
G91,8.847167623332574,unknown,S24,FALSE
G3,6.146176503102235,unknown,S24,FALSE
G75,8.884417069399,unknown,S24,FALSE
G45,5.595211846917062,unknown,S24,FALSE
G104,7.153830094103336,unknown,S24,FALSE
G10,8.57306159649072,unknown,S24,FALSE
G83,7.902463683064661,unknown,S24,FALSE
G74,7.37489002449389,unknown,S24,FALSE
G53,8.231814016296692,unknown,S24,FALSE
G100,6.3237273402566565,unknown,S24,FALSE
G54,7.616630753369842,unknown,S24,FALSE
G99,7.06630671184062,unknown,S24,FALSE
G55,7.902567837555406,unknown,S24,FALSE
G59,7.085465777067016,unknown,S24,FALSE
G86,9.090297642401925,unknown,S24,FALSE
G1,8.52564581368908,unknown,S24,FALSE
G52,6.916249838918967,unknown,S24,FALSE
G12,6.508956784171727,unknown,S24,FALSE
G105,7.7080449787478695,unknown,S24,FALSE
G73,8.122699694269942,unknown,S24,FALSE
G29,9.474874861240684,unknown,S24,FALSE
G76,8.309999626177701,unknown,S24,FALSE
G85,7.5703426434977095,unknown,S24,FALSE
G21,6.6189630709749085,unknown,S24,FALSE
G23,11.123815238322678,unknown,S24,TRUE
G13,8.404374380156323,unknown,S24,FALSE
G4,8.004046768804226,unknown,S24,FALSE
G90,7.987102126022625,unknown,S24,TRUE
G82,9.396917109348614,unknown,S24,FALSE
G30,9.024996153561034,healthy,S22,TRUE
G40,8.091270263162496,healthy,S22,FALSE
G71,8.985103922826418,healthy,S22,TRUE
G28,6.208459312418304,healthy,S22,FALSE
G108,8.179454154688939,healthy,S22,FALSE
G97,7.5449830132521125,healthy,S22,FALSE
G5,7.677421974042891,healthy,S22,FALSE
G66,8.872617497133874,healthy,S22,FALSE
G88,7.316867903228367,healthy,S22,FALSE
G6,8.592212096123303,healthy,S22,FALSE
G107,7.470605512468337,healthy,S22,FALSE
G61,7.482933478437293,healthy,S22,FALSE
G80,6.954556700439179,healthy,S22,FALSE
G14,8.443087974195638,healthy,S22,FALSE
G63,9.918913483275722,healthy,S22,FALSE
G43,8.119005980375016,healthy,S22,TRUE
G41,8.533941839656347,healthy,S22,FALSE
G72,6.4627395140020525,healthy,S22,FALSE
G39,7.580474818638779,healthy,S22,FALSE
G37,8.181999205273428,healthy,S22,FALSE
G93,7.603127067520097,healthy,S22,FALSE
G33,8.903367803765939,healthy,S22,FALSE
G18,8.438206348966267,healthy,S22,FALSE
G114,6.576036673225557,healthy,S22,FALSE
G103,7.492088535203488,healthy,S22,FALSE
G48,6.651509004978723,healthy,S22,FALSE
G110,8.451640018038377,healthy,S22,TRUE
G38,8.086543299166781,healthy,S22,FALSE
G68,9.492515987911398,healthy,S22,TRUE
G11,7.7729136075538285,healthy,S22,FALSE
G84,8.863991078426917,healthy,S22,FALSE
G106,8.207902463385555,healthy,S22,FALSE
G78,6.803278393621993,healthy,S22,FALSE
G16,7.76003520282089,healthy,S22,TRUE
G102,7.439447177739229,healthy,S22,FALSE
G65,7.971807961853658,healthy,S22,FALSE
G46,8.300511556225791,healthy,S22,FALSE
G94,7.822747217289608,healthy,S22,FALSE
G69,7.71034091122956,healthy,S22,FALSE
G116,6.805629279377043,healthy,S22,FALSE
G67,7.237637658762454,healthy,S22,FALSE
G87,8.43290170295959,healthy,S22,FALSE
G89,7.4552165200176335,healthy,S22,FALSE
G42,9.044525271383355,healthy,S22,FALSE
G49,9.151898305758595,healthy,S22,FALSE
G34,7.544616579967932,healthy,S22,FALSE
G50,7.0703581276691905,healthy,S22,FALSE
G8,9.614007181502458,healthy,S22,FALSE
G79,8.98944388942713,healthy,S22,TRUE
G112,8.538283641323039,healthy,S22,TRUE
G109,7.4616508119148826,healthy,S22,TRUE
G92,5.299514869288825,healthy,S22,FALSE
G58,6.836598528325387,healthy,S22,FALSE
G7,7.502628740137419,healthy,S22,TRUE
G101,6.989000265962,healthy,S22,FALSE
G77,8.428877180601004,healthy,S22,FALSE
G31,7.892233302245563,healthy,S22,FALSE
G9,8.726072529687146,healthy,S22,FALSE
G64,8.054000762982175,healthy,S22,FALSE
G35,9.339900336676743,healthy,S22,FALSE
G98,7.121011840704591,healthy,S22,FALSE
G113,8.569383235305175,healthy,S22,FALSE
G22,7.9325759916045895,healthy,S22,FALSE
G25,7.71263548476986,healthy,S22,FALSE
G2,6.348085709145933,healthy,S22,FALSE
G32,8.227926700910771,healthy,S22,FALSE
G81,7.753079436051397,healthy,S22,FALSE
G15,7.537790419980066,healthy,S22,FALSE
G51,6.89099626869368,healthy,S22,FALSE
G44,8.535912819940014,healthy,S22,FALSE
G20,8.170016505427377,healthy,S22,FALSE
G95,8.100671709641832,healthy,S22,FALSE
G111,8.734172158675033,healthy,S22,TRUE
G62,9.6561916897225,healthy,S22,FALSE
G70,8.879272100490113,healthy,S22,FALSE
G24,7.690050062002992,healthy,S22,FALSE
G96,7.905334625386778,healthy,S22,FALSE
G56,6.713583517373069,healthy,S22,FALSE
G115,8.580210546398721,healthy,S22,FALSE
G36,7.827723867502942,healthy,S22,FALSE
G47,7.33317367633881,healthy,S22,FALSE
G17,8.38294250227119,healthy,S22,FALSE
G19,8.614675825422886,healthy,S22,TRUE
G57,8.023824062276312,healthy,S22,FALSE
G60,5.9640248064520955,healthy,S22,FALSE
G26,8.79925045659303,healthy,S22,FALSE
G27,7.184016596260901,healthy,S22,FALSE
G91,6.3683789962810895,healthy,S22,FALSE
G3,6.209910799873146,healthy,S22,FALSE
G75,5.834934086922779,healthy,S22,FALSE
G45,8.806164079045137,healthy,S22,FALSE
G104,9.753234309359605,healthy,S22,FALSE
G10,7.226034582219432,healthy,S22,FALSE
G83,8.1344858742435,healthy,S22,FALSE
G74,8.677125055975381,healthy,S22,FALSE
G53,6.957280902086086,healthy,S22,FALSE
G100,8.570240531978612,healthy,S22,FALSE
G54,8.353971928023688,healthy,S22,FALSE
G99,8.677696053608985,healthy,S22,FALSE
G55,9.027968555898045,healthy,S22,FALSE
G59,8.54027228348439,healthy,S22,FALSE
G86,8.097760557974311,healthy,S22,FALSE
G1,9.160456979595676,healthy,S22,FALSE
G52,8.04913238767721,healthy,S22,FALSE
G12,7.486685445850631,healthy,S22,FALSE
G105,9.04874397054808,healthy,S22,FALSE
G73,9.19715855181862,healthy,S22,FALSE
G29,7.802950468804065,healthy,S22,FALSE
G76,8.119368788573905,healthy,S22,FALSE
G85,7.939806643105052,healthy,S22,FALSE
G21,8.969906194693133,healthy,S22,FALSE
G23,7.222880153109829,healthy,S22,TRUE
G13,9.628021340918702,healthy,S22,FALSE
G4,7.6445874199690635,healthy,S22,FALSE
G90,6.357165593071808,healthy,S22,TRUE
G82,6.670205879265031,healthy,S22,FALSE
G30,8.431900968146596,unknown,S7,TRUE
G40,7.759548424709899,unknown,S7,FALSE
G71,7.855072040570158,unknown,S7,TRUE
G28,7.50490202853506,unknown,S7,FALSE
G108,7.8453328807271205,unknown,S7,FALSE
G97,9.048160178256287,unknown,S7,FALSE
G5,7.1363550564702205,unknown,S7,FALSE
G66,6.915789706146624,unknown,S7,FALSE
G88,8.123791762834161,unknown,S7,FALSE
G6,9.580949890852695,unknown,S7,FALSE
G107,7.638682826748452,unknown,S7,FALSE
G61,8.229462737402953,unknown,S7,FALSE
G80,7.8371240061799945,unknown,S7,FALSE
G14,7.140766771717032,unknown,S7,FALSE
G63,9.719488003296208,unknown,S7,FALSE
G43,10.24812764098345,unknown,S7,TRUE
G41,7.454610972114535,unknown,S7,FALSE
G72,7.78437342099715,unknown,S7,FALSE
G39,8.650731678879154,unknown,S7,FALSE
G37,9.190623897092143,unknown,S7,FALSE
G93,6.580112783537848,unknown,S7,FALSE
G33,9.121810612950535,unknown,S7,FALSE
G18,8.577710418902173,unknown,S7,FALSE
G114,9.89718868064172,unknown,S7,FALSE
G103,6.81673619943764,unknown,S7,FALSE
G48,7.861621738547399,unknown,S7,FALSE
G110,10.800464447836239,unknown,S7,TRUE
G38,8.31038664314375,unknown,S7,FALSE
G68,9.202264961649824,unknown,S7,TRUE
G11,8.120704271585225,unknown,S7,FALSE
G84,7.418214846135508,unknown,S7,FALSE
G106,7.053029563749887,unknown,S7,FALSE
G78,7.506451245034676,unknown,S7,FALSE
G16,9.471923440364247,unknown,S7,TRUE
G102,9.483036767595483,unknown,S7,FALSE
G65,8.869246411288483,unknown,S7,FALSE
G46,8.024860581259952,unknown,S7,FALSE
G94,9.726473519239354,unknown,S7,FALSE
G69,9.324256900659165,unknown,S7,FALSE
G116,7.814079803571412,unknown,S7,FALSE
G67,6.8942515416060015,unknown,S7,FALSE
G87,7.01334871409226,unknown,S7,FALSE
G89,7.9055621856391705,unknown,S7,FALSE
G42,8.998162939565546,unknown,S7,FALSE
G49,7.527285124600578,unknown,S7,FALSE
G34,6.243955481874566,unknown,S7,FALSE
G50,7.536513575969977,unknown,S7,FALSE
G8,8.803018422985897,unknown,S7,FALSE
G79,9.256127447884658,unknown,S7,TRUE
G112,13.129583245898946,unknown,S7,TRUE
G109,9.591053170276764,unknown,S7,TRUE
G92,7.937637312705629,unknown,S7,FALSE
G58,9.054418578843695,unknown,S7,FALSE
G7,13.293536137604612,unknown,S7,TRUE
G101,6.873727899620756,unknown,S7,FALSE
G77,6.409718797395538,unknown,S7,FALSE
G31,7.928301381243505,unknown,S7,FALSE
G9,8.702107258641144,unknown,S7,FALSE
G64,8.76964016909227,unknown,S7,FALSE
G35,8.14007747458611,unknown,S7,FALSE
G98,9.052154883064233,unknown,S7,FALSE
G113,8.790390761707377,unknown,S7,FALSE
G22,8.092263116913182,unknown,S7,FALSE
G25,8.103656468425214,unknown,S7,FALSE
G2,9.039311255619964,unknown,S7,FALSE
G32,9.384386842521375,unknown,S7,FALSE
G81,9.078319361270836,unknown,S7,FALSE
G15,8.115628918033922,unknown,S7,FALSE
G51,6.393748447153264,unknown,S7,FALSE
G44,7.009435901912448,unknown,S7,FALSE
G20,7.874321246074755,unknown,S7,FALSE
G95,8.082378883480581,unknown,S7,FALSE
G111,11.35904442534191,unknown,S7,TRUE
G62,8.107789918051727,unknown,S7,FALSE
G70,7.072009130987202,unknown,S7,FALSE
G24,9.929829577493695,unknown,S7,FALSE
G96,7.450922746505479,unknown,S7,FALSE
G56,8.120860953776331,unknown,S7,FALSE
G115,6.9867530135926215,unknown,S7,FALSE
G36,8.079862183229961,unknown,S7,FALSE
G47,8.921844801111101,unknown,S7,FALSE
G17,8.301954571090947,unknown,S7,FALSE
G19,7.397844194619657,unknown,S7,TRUE
G57,7.876571742102483,unknown,S7,FALSE
G60,8.021495944170345,unknown,S7,FALSE
G26,7.786186870018133,unknown,S7,FALSE
G27,9.350526691807673,unknown,S7,FALSE
G91,9.052102338823278,unknown,S7,FALSE
G3,6.758068817273327,unknown,S7,FALSE
G75,7.498590656634767,unknown,S7,FALSE
G45,8.38772830768377,unknown,S7,FALSE
G104,8.136107738175212,unknown,S7,FALSE
G10,6.782790238961633,unknown,S7,FALSE
G83,8.548029152377042,unknown,S7,FALSE
G74,5.923365854797326,unknown,S7,FALSE
G53,8.282110971349377,unknown,S7,FALSE
G100,8.966286984060368,unknown,S7,FALSE
G54,7.085816182475363,unknown,S7,FALSE
G99,8.70419176452342,unknown,S7,FALSE
G55,7.894322784060645,unknown,S7,FALSE
G59,7.5976413073311235,unknown,S7,FALSE
G86,8.805820305065017,unknown,S7,FALSE
G1,8.995775779397244,unknown,S7,FALSE
G52,7.392600013001901,unknown,S7,FALSE
G12,7.673183948623892,unknown,S7,FALSE
G105,6.775490025679642,unknown,S7,FALSE
G73,8.13507682644288,unknown,S7,FALSE
G29,6.960070718445341,unknown,S7,FALSE
G76,10.983219443426382,unknown,S7,FALSE
G85,9.694148021082773,unknown,S7,FALSE
G21,7.137044771332813,unknown,S7,FALSE
G23,10.285498941107047,unknown,S7,TRUE
G13,6.597091235760637,unknown,S7,FALSE
G4,9.463168959613968,unknown,S7,FALSE
G90,6.092041460007495,unknown,S7,TRUE
G82,7.290039112776778,unknown,S7,FALSE
G30,10.860778864641706,unknown,S81,TRUE
G40,8.34916754162108,unknown,S81,FALSE
G71,10.731156219838896,unknown,S81,TRUE
G28,8.064703480685745,unknown,S81,FALSE
G108,6.880792931079691,unknown,S81,FALSE
G97,8.252502232985215,unknown,S81,FALSE
G5,9.168208994000405,unknown,S81,FALSE
G66,8.476207921330808,unknown,S81,FALSE
G88,8.44409372751416,unknown,S81,FALSE
G6,7.9255285615681,unknown,S81,FALSE
G107,7.304057383742259,unknown,S81,FALSE
G61,7.098588282111162,unknown,S81,FALSE
G80,7.930820897052029,unknown,S81,FALSE
G14,7.979302180426016,unknown,S81,FALSE
G63,8.891945851282546,unknown,S81,FALSE
G43,8.424908448354122,unknown,S81,TRUE
G41,7.644325034397828,unknown,S81,FALSE
G72,8.55465461770886,unknown,S81,FALSE
G39,7.15218445028665,unknown,S81,FALSE
G37,9.819566794848853,unknown,S81,FALSE
G93,8.058917481031152,unknown,S81,FALSE
G33,8.043827542820205,unknown,S81,FALSE
G18,9.048053004161051,unknown,S81,FALSE
G114,8.38793600413378,unknown,S81,FALSE
G103,7.821217266772383,unknown,S81,FALSE
G48,6.8426880493518585,unknown,S81,FALSE
G110,10.521661207264684,unknown,S81,TRUE
G38,8.239020067603171,unknown,S81,FALSE
G68,9.678917090096151,unknown,S81,TRUE
G11,7.280951264863965,unknown,S81,FALSE
G84,7.113761953609631,unknown,S81,FALSE
G106,7.808680133624664,unknown,S81,FALSE
G78,8.148213680010336,unknown,S81,FALSE
G16,7.885103853938589,unknown,S81,TRUE
G102,7.66584414581314,unknown,S81,FALSE
G65,6.705166854594741,unknown,S81,FALSE
G46,8.57006607902822,unknown,S81,FALSE
G94,7.263787982183116,unknown,S81,FALSE
G69,8.631489242199121,unknown,S81,FALSE
G116,7.11322119578114,unknown,S81,FALSE
G67,8.083501697853452,unknown,S81,FALSE
G87,9.355926554721963,unknown,S81,FALSE
G89,7.606567596025186,unknown,S81,FALSE
G42,8.305500872699898,unknown,S81,FALSE
G49,8.1342102912428,unknown,S81,FALSE
G34,9.330060003466695,unknown,S81,FALSE
G50,9.146765722580131,unknown,S81,FALSE
G8,7.28282861914686,unknown,S81,FALSE
G79,9.9296347685917965,unknown,S81,TRUE
G112,11.601870213174426,unknown,S81,TRUE
G109,11.749297796510502,unknown,S81,TRUE
G92,6.887460440963204,unknown,S81,FALSE
G58,7.89719717420026,unknown,S81,FALSE
G7,7.997350116199639,unknown,S81,TRUE
G101,7.337828602353467,unknown,S81,FALSE
G77,8.94647699467431,unknown,S81,FALSE
G31,7.8013259890402775,unknown,S81,FALSE
G9,9.221594726077189,unknown,S81,FALSE
G64,7.894045528791809,unknown,S81,FALSE
G35,8.714734243347083,unknown,S81,FALSE
G98,9.547543255163353,unknown,S81,FALSE
G113,8.401325381372873,unknown,S81,FALSE
G22,7.1050349249220215,unknown,S81,FALSE
G25,10.085004659018335,unknown,S81,FALSE
G2,7.608669020412093,unknown,S81,FALSE
G32,7.95787514365071,unknown,S81,FALSE
G81,7.319483597349967,unknown,S81,FALSE
G15,8.06832062562043,unknown,S81,FALSE
G51,8.33574477803745,unknown,S81,FALSE
G44,9.487907508536528,unknown,S81,FALSE
G20,7.886184407649701,unknown,S81,FALSE
G95,7.768986817245313,unknown,S81,FALSE
G111,10.416761578761621,unknown,S81,TRUE
G62,7.413875081836895,unknown,S81,FALSE
G70,7.680845255951347,unknown,S81,FALSE
G24,5.622303477347679,unknown,S81,FALSE
G96,8.52741688745649,unknown,S81,FALSE
G56,7.057348480485147,unknown,S81,FALSE
G115,8.05689380820045,unknown,S81,FALSE
G36,8.386699225251402,unknown,S81,FALSE
G47,7.485033230388914,unknown,S81,FALSE
G17,6.184168786548965,unknown,S81,FALSE
G19,7.1110779196711835,unknown,S81,TRUE
G57,9.043135651018439,unknown,S81,FALSE
G60,6.395419240936846,unknown,S81,FALSE
G26,8.0298473310161,unknown,S81,FALSE
G27,7.836991436209679,unknown,S81,FALSE
G91,8.700490967721567,unknown,S81,FALSE
G3,9.257044977732948,unknown,S81,FALSE
G75,7.898071101697755,unknown,S81,FALSE
G45,7.1906047847161565,unknown,S81,FALSE
G104,8.616475167457006,unknown,S81,FALSE
G10,7.648821169187407,unknown,S81,FALSE
G83,8.49254233778805,unknown,S81,FALSE
G74,8.39693717163038,unknown,S81,FALSE
G53,8.308277928273373,unknown,S81,FALSE
G100,6.52349892144109,unknown,S81,FALSE
G54,6.899586304486354,unknown,S81,FALSE
G99,8.811518995263603,unknown,S81,FALSE
G55,7.687512613387003,unknown,S81,FALSE
G59,8.198092048409022,unknown,S81,FALSE
G86,7.59789268063215,unknown,S81,FALSE
G1,6.674700683948625,unknown,S81,FALSE
G52,7.495654446817692,unknown,S81,FALSE
G12,7.638824784360729,unknown,S81,FALSE
G105,8.254431260006934,unknown,S81,FALSE
G73,7.055368313149338,unknown,S81,FALSE
G29,8.322422796638998,unknown,S81,FALSE
G76,7.591506226405501,unknown,S81,FALSE
G85,8.872796090149967,unknown,S81,FALSE
G21,8.28558273478922,unknown,S81,FALSE
G23,9.678973707059468,unknown,S81,TRUE
G13,8.312439381347541,unknown,S81,FALSE
G4,6.374342696639875,unknown,S81,FALSE
G90,9.740027292326449,unknown,S81,TRUE
G82,10.19705102762107,unknown,S81,FALSE
G30,9.511702490242977,healthy,S50,TRUE
G40,8.538887830686678,healthy,S50,FALSE
G71,9.095217505394668,healthy,S50,TRUE
G28,7.335457910674231,healthy,S50,FALSE
G108,7.5322509755244855,healthy,S50,FALSE
G97,7.408152619585375,healthy,S50,FALSE
G5,8.288617262958425,healthy,S50,FALSE
G66,7.670486597608676,healthy,S50,FALSE
G88,9.071760058473666,healthy,S50,FALSE
G6,7.684293783740174,healthy,S50,FALSE
G107,7.10119656152108,healthy,S50,FALSE
G61,7.825614121120192,healthy,S50,FALSE
G80,8.713096217238958,healthy,S50,FALSE
G14,8.873818867711314,healthy,S50,FALSE
G63,8.952651179729738,healthy,S50,FALSE
G43,8.094887485517365,healthy,S50,TRUE
G41,6.80156357780694,healthy,S50,FALSE
G72,8.645943947314803,healthy,S50,FALSE
G39,8.338812103392563,healthy,S50,FALSE
G37,8.350034538453498,healthy,S50,FALSE
G93,9.25262379163986,healthy,S50,FALSE
G33,8.829451487274925,healthy,S50,FALSE
G18,7.775170348232636,healthy,S50,FALSE
G114,7.765052905669252,healthy,S50,FALSE
G103,7.2048799661526886,healthy,S50,FALSE
G48,7.290038177489648,healthy,S50,FALSE
G110,6.2290845359709675,healthy,S50,TRUE
G38,7.629097996766938,healthy,S50,FALSE
G68,8.595219293475616,healthy,S50,TRUE
G11,7.4547152048417225,healthy,S50,FALSE
G84,7.59703380388825,healthy,S50,FALSE
G106,8.26485851913577,healthy,S50,FALSE
G78,9.39539834515302,healthy,S50,FALSE
G16,8.233754888035822,healthy,S50,TRUE
G102,7.255186274423113,healthy,S50,FALSE
G65,7.943636694297265,healthy,S50,FALSE
G46,9.62653626435521,healthy,S50,FALSE
G94,9.312149487435725,healthy,S50,FALSE
G69,6.853069129611632,healthy,S50,FALSE
G116,6.922679693020068,healthy,S50,FALSE
G67,8.374342430208106,healthy,S50,FALSE
G87,7.688612834104727,healthy,S50,FALSE
G89,7.344701336619624,healthy,S50,FALSE
G42,9.598778332297004,healthy,S50,FALSE
G49,7.248570516361481,healthy,S50,FALSE
G34,8.80740244239684,healthy,S50,FALSE
G50,8.587363067079457,healthy,S50,FALSE
G8,7.533268895723977,healthy,S50,FALSE
G79,8.69499490235753,healthy,S50,TRUE
G112,8.291261339310882,healthy,S50,TRUE
G109,7.649609869707903,healthy,S50,TRUE
G92,7.944275968395953,healthy,S50,FALSE
G58,8.763850363488729,healthy,S50,FALSE
G7,8.776054133036025,healthy,S50,TRUE
G101,7.22740193395164,healthy,S50,FALSE
G77,9.160359863172358,healthy,S50,FALSE
G31,8.424945484540164,healthy,S50,FALSE
G9,9.239903878707995,healthy,S50,FALSE
G64,9.626341418021502,healthy,S50,FALSE
G35,8.005299449280805,healthy,S50,FALSE
G98,6.884364236662414,healthy,S50,FALSE
G113,8.30554688346706,healthy,S50,FALSE
G22,7.664635677469841,healthy,S50,FALSE
G25,8.128677739260926,healthy,S50,FALSE
G2,8.149809079131657,healthy,S50,FALSE
G32,7.704230184361978,healthy,S50,FALSE
G81,6.185322846918555,healthy,S50,FALSE
G15,7.751112979656015,healthy,S50,FALSE
G51,9.773532586067857,healthy,S50,FALSE
G44,7.27780964834801,healthy,S50,FALSE
G20,8.74286687395581,healthy,S50,FALSE
G95,6.5026011533937655,healthy,S50,FALSE
G111,8.32872276905991,healthy,S50,TRUE
G62,9.403526310941944,healthy,S50,FALSE
G70,9.667980589622154,healthy,S50,FALSE
G24,10.357116629661817,healthy,S50,FALSE
G96,7.873855760492107,healthy,S50,FALSE
G56,8.292092612938776,healthy,S50,FALSE
G115,8.11528210491188,healthy,S50,FALSE
G36,9.1966952622467,healthy,S50,FALSE
G47,7.8973737373039725,healthy,S50,FALSE
G17,6.989451429586615,healthy,S50,FALSE
G19,8.590551220288104,healthy,S50,TRUE
G57,8.281707783169193,healthy,S50,FALSE
G60,7.658084598921825,healthy,S50,FALSE
G26,7.681865212530076,healthy,S50,FALSE
G27,7.341655100623464,healthy,S50,FALSE
G91,9.094692277928615,healthy,S50,FALSE
G3,9.61856309232752,healthy,S50,FALSE
G75,7.06465265227328,healthy,S50,FALSE
G45,8.073976574393184,healthy,S50,FALSE
G104,9.918786731790373,healthy,S50,FALSE
G10,7.97879257349456,healthy,S50,FALSE
G83,6.224893553494599,healthy,S50,FALSE
G74,7.9447261805096385,healthy,S50,FALSE
G53,8.795404036699058,healthy,S50,FALSE
G100,7.962077217574628,healthy,S50,FALSE
G54,8.80396650386373,healthy,S50,FALSE
G99,7.214402506816978,healthy,S50,FALSE
G55,7.808450446476939,healthy,S50,FALSE
G59,8.034433284406337,healthy,S50,FALSE
G86,6.494863365188769,healthy,S50,FALSE
G1,7.5062337068709555,healthy,S50,FALSE
G52,6.576611923304812,healthy,S50,FALSE
G12,7.854594958259072,healthy,S50,FALSE
G105,8.557512942661521,healthy,S50,FALSE
G73,7.821174345940177,healthy,S50,FALSE
G29,8.355093927258526,healthy,S50,FALSE
G76,7.537261496498229,healthy,S50,FALSE
G85,8.014437507869587,healthy,S50,FALSE
G21,8.109829588171674,healthy,S50,FALSE
G23,9.232720404136538,healthy,S50,TRUE
G13,7.460019474958201,healthy,S50,FALSE
G4,6.747887530109082,healthy,S50,FALSE
G90,8.232802105193102,healthy,S50,TRUE
G82,7.773779841771548,healthy,S50,FALSE
G30,8.084040141457903,healthy,S58,TRUE
G40,6.6369738746562446,healthy,S58,FALSE
G71,7.145076626278089,healthy,S58,TRUE
G28,7.333902719412661,healthy,S58,FALSE
G108,9.266829363120404,healthy,S58,FALSE
G97,8.44570393041752,healthy,S58,FALSE
G5,6.892076726334319,healthy,S58,FALSE
G66,9.162088746616972,healthy,S58,FALSE
G88,8.648823619396921,healthy,S58,FALSE
G6,7.315345139175683,healthy,S58,FALSE
G107,7.0620167230716895,healthy,S58,FALSE
G61,8.610265012591595,healthy,S58,FALSE
G80,6.351465476092002,healthy,S58,FALSE
G14,8.575540630076684,healthy,S58,FALSE
G63,8.030333562233357,healthy,S58,FALSE
G43,8.83712971064903,healthy,S58,TRUE
G41,8.922296636924369,healthy,S58,FALSE
G72,8.34508139713192,healthy,S58,FALSE
G39,9.74153926340433,healthy,S58,FALSE
